ID,MEMBER ID,PROJECT,YEAR,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,TOTAL,JAN PAYED DATE,JAN CON NO,JAN REMARKS,FEB PAYED DATE,FEB CON NO,FEB REMARKS,MAR PAYED DATE,MAR CON NO,MAR REMARKS,APR PAYED DATE,APR CON NO,APR REMARKS,MAY PAYED DATE,MAY CON NO,MAY REMARKS,JUN PAYED DATE,JUN CON NO,JUN REMARKS,JULY PAYED DATE,JUL CON NO,JUL REMARKS,AUG PAYED DATE,AUG CON NO,AUG REMARKS,SEP PAYED DATE,SEP CON NO,SEP REMARKS,OCT PAYED DATE,OCT CON NO,OCT REMARKS,NOV PAYED DATE,NOV CON NO,NOV REMARKS,DEC PAYED DATE,DEC CON NO,DEC REMARKS,NOT COUNTED,NOTES,Date Created,Created by,Date Updated,Updated By,JANUARY PENALTY,FEBRUARY PENALTY,MARCH PENALTY,APRIL PENALTY,MAY PENALTY,JUNE PENALTY,JULY PENALTY,AUGUST PENALTY,SEPTEMBER PENALTY,OCTOBER PENALTY,NOVEMBER PENALTY,DECEMBER PENALTY,TOTAL PENALTY,JANUARY_PAYMENT_DATE,FEBRUARY_PAYMENT_DATE,MARCH_PAYMENT_DATE,APRIL_PAYMENT_DATE,MAY_PAYMENT_DATE,JUNE_PAYMENT_DATE,JULY_PAYMENT_DATE,AUGUST_PAYMENT_DATE,SEPTEMBER_PAYMENT_DATE,OCTOBER_PAYMENT_DATE,NOVEMBER_PAYMENT_DATE,DECEMBER_PAYMENT_DATE,FLAG_PAYMENT_MISSING_DATE,FLAG_MULTIPLE_RECEIPTS,FLAG_INVALID_YEAR
132,1795,RIZAL,2024,0.0,6000,1500,2000,1500,0,4000,1500,1500,1500,1500,0,21000.0,,,,,"395,457",FEB.22 & FEB. 28 / OK,21,491,OK,29,532,,14,621,OK,,,,,"981,961",JULY 10 & JULY 30 / OK,27,877,OK,12,898,OK,28,1148,OK,27,1174,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2024-03-21,2024-04-29,2024-05-14,,,2024-08-27,2024-09-12,2024-10-28,2024-11-27,,True,True,False
133,1733,RIZAL,2023,0.0,0,0,0,10000,20000,3000,3000,3000,6000,0,232064,277064.0,,,,,,,,,,,,,16,691,,9,723,"100-RTAX( 20,100) TOTAL",9,769,,9,801,,5,840,,,"876,095",OCT. 6 & 27,,,,13,165,FULL PAYMENT,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-16,2023-06-09,2023-07-09,2023-08-09,2023-09-05,,,2023-12-13,True,True,False
134,1690,RIZAL,2023,0.0,0,0,0,20000,32500,32500,32500,32500,32500,32500,32500,247500.0,,,,,,,,,,,,,6,"666, 667",10400 SA PROCESSING FEE AT MEMBERSHIP FEE,14,737,,9,768,,15,810,,18,848,,17,897,,14,107,,15,167,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-06,2023-06-14,2023-07-09,2023-08-15,2023-09-18,2023-10-17,2023-11-14,2023-12-15,False,True,False
135,1746,RIZAL,2023,0.0,0,1000,2000,1000,1200,2000,1000,1000,1000,1400,0,11600.0,,,,,,,13,605,,10,634,,21,697,,8,725,,24,794,,26,824,,18,863,,15,890,,28,134,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-13,2023-04-10,2023-05-21,2023-06-08,2023-07-24,2023-08-26,2023-09-18,2023-10-15,2023-11-28,,False,False,False
136,1752,RIZAL,2023,0.0,0,1000,2000,1000,1200,2000,1000,1000,1000,1400,0,11600.0,,,,,,,13,601,,10,633,,21,695,,8,728,,24,791,,26,823,,18,860,,15,888,,28,137,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-13,2023-04-10,2023-05-21,2023-06-08,2023-07-24,2023-08-26,2023-09-18,2023-10-15,2023-11-28,,False,False,False
137,1771,RIZAL,2023,0.0,0,0,0,1300,2500,0,3800,0,2500,1300,0,11400.0,,,,,,,,,,,,,21,694,OK,23,750,OK,,,,,"797,829",AUG.1& 26-OK,,,,3,872,OK,28,143,OK,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-21,2023-06-23,,,,2023-10-03,2023-11-28,,True,True,False
138,1892,RIZAL,2023,0.0,0,0,0,1200,0,0,1200,0,0,1200,0,3600.0,,,,,,,,,,,,,21,693,OK,,,,,,,26,828,OK,,,,,,,28,144,OK,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-21,,,2023-08-26,,,2023-11-28,,False,False,False
139,1775,RIZAL,2024,0.0,1525,0,0,0,0,0,0,0,0,0,0,1525.0,,,,29,460,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-29,,,,,,,,,,,False,False,False
140,1892,RIZAL,2024,1200.0,2500,1200,1200,1200,1200,0,0,1200,1200,1200,0,12100.0,17,197,"DEC 30,2023-OK",22,387,OK,14,476,OK,12,519,,14,616,OK,27,804,OK,,,,,,,12,891,OK,28,1453,OK,27,1192,ok,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-17,2024-02-22,2024-03-14,2024-04-12,2024-05-14,2024-06-27,,,2024-09-12,2024-10-28,2024-11-27,,False,False,False
141,1696,RIZAL,2024,0.0,5000,1000,1000,0,1000,0,0,2000,0,1000,0,11000.0,,,,22,389,,14,478,,12,523,,,,,27,820,,,,,,,,12,896,,,,,27,1183,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-22,2024-03-14,2024-04-12,,2024-06-27,,,2024-09-12,,2024-11-27,,False,False,False
142,1770,RIZAL,2023,0.0,0,0,0,0,0,0,0,4000,4000,0,4000,12000.0,,,,,,,,,,,,,,,,,,,,,,31,832,100-RTAX,27,868,OK,24,901,OK,,,,20,174,OK,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2023-08-31,2023-09-27,2023-10-24,,2023-12-20,False,False,False
143,1740,RIZAL,2023,0.0,0,22875,0,0,0,0,3000,0,0,0,6000,31875.0,,,,,,,17,804,,,,,,,,,,,,,,10,805,,,,,,,,,,,20,176,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,2023-03-17,,,,,2023-08-10,,,,2023-12-20,False,False,False
144,1815,RIZAL,2024,0.0,0,0,18000,0,0,0,0,0,0,0,0,18000.0,,,,,,,,,,11,512,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2024-04-11,,,,,,,,,False,False,False
145,1730,RIZAL,2024,4700.0,2350,2350,2350,2250,2300,0,4100,0,4500,2300,0,27200.0,,"186,277",JAN. 11 & JAN. 19,8,357,,12,471,,12,513,,14,619,,27,851,,,,,,"884,941",AUG.2 & AUG. 27,,,,18,1141,,27,1187,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2024-02-08,2024-03-12,2024-04-12,2024-05-14,2024-06-27,,,,2024-10-18,2024-11-27,,True,True,False
146,1759,RIZAL,2022,50.0,500,500,500,0,0,500,500,500,500,0,500,4050.0,23,53,SOBRA SA PROCESSING FEE 2018,13,81,,28,203,,27,233,,,,,,,,10,349,,10,374,,7,425,,3,459,,,,,14,553,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,2022-02-13,2022-03-28,2022-04-27,,,2022-07-10,2022-08-10,2022-09-07,2022-10-03,,2022-12-14,False,False,False
147,1758,RIZAL,2022,0.0,0,0,0,0,0,0,500,500,500,0,500,2000.0,,,,,,,,,,29,240,,,,,,,,,,,10,373,OK,7,422,OK,3,460,OK,,,,14,554,OK,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2022-04-29,,,,2022-08-10,2022-09-07,2022-10-03,,2022-12-14,False,False,False
148,1748,RIZAL,2022,0.0,0,0,0,0,0,0,0,1000,2000,0,1000,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,15,431,,25,483,,,,,14,558,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2022-09-15,2022-10-25,,2022-12-14,False,False,False
149,1815,RIZAL,2023,1500.0,3000,2500,0,4000,0,0,0,0,0,0,0,11000.0,16,573,OK,17,769,OK,13,801,OK,,,,15,679,OK,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,2023-01-16,2023-02-17,2023-03-13,,2023-05-15,,,,,,,,False,False,False
150,1815,RIZAL,2022,0.0,0,0,0,0,0,1000,0,1000,500,500,500,3500.0,,,,,,,,,,,,,,,,,,,10,355,OK,,,,7,415,OK,3,456,OK,4,506,OK,10,539,OK,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2022-07-10,,2022-09-07,2022-10-03,2022-11-04,2022-12-10,False,False,False
151,1814,RIZAL,2023,0.0,0,0,0,0,0,0,5000,0,0,0,0,5000.0,,,,,,,,,,,,,,,,,,,,,,14,808,OK,,,,,,,,,,,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2023-08-14,,,,,False,False,False
152,1769,RIZAL,2023,0.0,0,0,0,6000,0,5000,0,3000,0,0,0,14000.0,,,,,,,,,,,,,15,678,OK,,,,19,782,OK,,,,18,849,OK,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2023-05-15,,2023-07-19,,2023-09-18,,,,False,False,False
153,1745,RIZAL,2024,2000.0,1500,2000,1500,0,1500,2000,1000,0,2000,0,0,13500.0,19,"217,302","#302 -DEC.19,2023",9,372,,14,482,,29,536,,,,,27,809,,30,975,,22,867,,,,,28,1458,sept-oct,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,2024-02-09,2024-03-14,2024-04-29,,2024-06-27,2024-07-30,2024-08-22,,2024-10-28,,,False,True,False
154,1778,RIZAL,2018,0.0,0,0,0,0,500,0,0,0,750,500,0,1750.0,,,,,,,,,,,,,,,,6,,OK,,,,,,,,,,15,,OK,11,,OK,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2018-06-06,,,,2018-10-15,2018-11-11,,False,False,False
155,1759,RIZAL,2018,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
156,1778,RIZAL,2019,1000.0,0,0,0,0,0,0,0,0,0,0,0,1000.0,15,107,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2019-01-15,,,,,,,,,,,,False,False,False
157,1745,RIZAL,2019,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
158,1778,RIZAL,2021,0.0,0,0,0,0,0,0,0,0,0,1000,1000,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,179,OK,15,194,OK,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2021-11-26,2021-12-15,False,False,False
159,1697,RIZAL,2021,0.0,0,0,0,0,0,0,0,0,0,950,1000,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,176,NASA PROCESSING FEE ANG SOBRA,15,191,ok,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2021-11-26,2021-12-15,False,False,False
160,1694,RIZAL,2022,500.0,500,0,1150,1000,0,0,1000,0,2000,1000,0,7150.0,23,54,,13,85,,,,,3,213,,28,316,,,,,,,,11,399,,,,,,"450 = 1000, 486= 1000","OCTOBER 1,28-2022",30,529,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,2022-02-13,,2022-04-03,2022-05-28,,,2022-08-11,,,2022-11-30,,True,True,False
161,1778,RIZAL,2022,1000.0,1000,0,0,0,500,0,0,0,0,0,0,2500.0,23,51,OK,13,83,OK,,,,3,215,,,,,12,332,OK,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,2022-02-13,,2022-04-03,,2022-06-12,,,,,,,False,False,False
162,1695,RIZAL,2022,500.0,500,0,0,0,0,0,0,0,0,500,0,1500.0,23,56,OK,13,88,OK,,,,27,223,,,,,,,,,,,,,,,,,,,,30,528,,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,2022-02-13,,2022-04-27,,,,,,,2022-11-30,,False,False,False
163,1774,RIZAL,2022,0.0,0,0,0,0,2000,0,0,1000,0,0,0,3000.0,,,,,,,,,,,,,,,,24,345,OK,,,,,,,5,410,OK,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2022-06-24,,,2022-09-05,,,,False,False,False
164,1746,RIZAL,2022,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,10,384,850-RTAX,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2022-08-10,,,,,False,False,False
165,1769,RIZAL,2022,0.0,0,0,0,0,0,0,0,500,0,0,0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,14,427,SOBRA SA PROCESSING,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2022-09-14,,,,False,False,False
166,1816,RIZAL,2022,500.0,0,0,0,0,0,0,1000,0,500,1000,0,3000.0,23,66,OK,,,,,,,,,,,,,,,,,,,11,395,OK,,,,1,439,OK,30,525,OK,,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,2022-01-23,,,,,,,2022-08-11,,2022-10-01,2022-11-30,,False,False,False
167,1696,RIZAL,2022,0.0,750,0,1150,0,0,0,1000,0,2000,3500,0,8400.0,,,,5,121,EMY DELOS TRINOS PAYMENT,,,,3,,,,,,,,,,,,11,400,,,,,,"473,449","oct.1-oct.10,2022",11,171,EMY DELOS TRINOS PAYMENT,,,,0,,,,2024-11-15,Anna,0,0,0,0,0,0,0,0,0,0,,,,,2022-02-05,,2022-04-03,,,,2022-08-11,,,2022-11-11,,True,True,False
168,1731,RIZAL,2022,0.0,0,0,0,0,0,0,0,0,1500,1000,0,2500.0,,,,,,,,,,30,266,,,,,,,,,,,,,,,,,10,471,,14,519,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2022-04-30,,,,,,2022-10-10,2022-11-14,,False,False,False
169,539,MASAO,2024,0.0,0,0,0,0,0,0,0,0,1300,1300,0,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1316,OK,27,1505,OK,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2024-10-28,2024-11-27,,False,False,False
170,539,MASAO,2025,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
171,1735,RIZAL,2023,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
172,1761,RIZAL,2022,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
173,1742,RIZAL,2024,5000.0,0,10000,5000,3000,7000,5000,5000,5000,5000,5000,0,55000.0,19,201,,0,,,14,474,FEB - MARCH,8,509,,27,627,,27,825,,12,956,,28,889,,12,890,,28,1147,,27,1197,ok,0,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,2024-01-19,,2024-03-14,2024-04-08,2024-05-27,2024-06-27,2024-07-12,2024-08-28,2024-09-12,2024-10-28,2024-11-27,,False,False,False
174,1816,RIZAL,2021,0.0,0,0,0,0,0,0,0,0,0,950,0,950.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,26,183,OK,0,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2021-11-26,,False,False,False
175,1816,RIZAL,2018,0.0,0,0,0,0,0,0,0,0,0,750,0,750.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,14,,OK,0,,,0,,,,2024-11-22,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2018-11-14,,False,False,False
176,1770,RIZAL,2022,0.0,0,0,0,0,0,0,0,0,0,0,10000,10000.0,0,,,0,,,0,,,30,272,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,534,DP,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,2022-04-30,,,,,,,,2022-12-02,False,False,False
177,1880,BANCASI,2024,0.0,0,0,0,0,2500,2500,0,0,2500,5000,0,12500.0,,,,,,,,,,,,,,,,27,938,,30,752,,,,,,,,28,1311,,27,1381,2 MONTHS,,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2024-06-27,2024-07-30,,,2024-10-28,2024-11-27,,False,False,False
178,1880,BANCASI,2025,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,False,False,False
179,1958,RIZAL,2024,0.0,0,0,0,0,0,0,0,5000,0,5000,0,10000.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12,897,OK,0,,,27,1185,OK,0,,,0,,,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2024-09-12,,2024-11-27,,False,False,False
180,79,MASAO,2024,0.0,0,0,0,17800,9000,11000,9000,9000,9000,9000,0,73800.0,0,,,0,,,0,,,0,,,15,439,"DEDUCT TO PROCESSING FEE- 3,200",27,693,,12,"10,521,074",,27,1026,,29,1423,,28,1494,,27,1529,,0,,,0,,2024-11-13,,2024-11-28,Anna,0,0,0,0,0,0,0,0,0,0,,,,,,,,2024-05-15,2024-06-27,2024-07-12,2024-08-27,2024-09-29,2024-10-28,2024-11-27,,False,True,False
181,100,MASAO,2023,0.0,0,0,0,0,0,4000,0,0,0,0,0,4000.0,0,,,0,,,0,,,0,,,0,,,0,,,9,78,,0,,,0,,,0,,,0,,,0,,,0,,2024-11-29,,2024-11-29,Anna,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,2023-07-09,,,,,,False,False,False
182,520,MASAO,2023,0.0,0,0,0,0,0,0,20000,0,0,0,0,20000.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,31,33,,0,,,0,,,0,,,0,,,0,,2024-11-29,,2024-11-29,Anna,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,2023-08-31,,,,,False,False,False
183,1823,MASAO,2023,0.0,0,0,0,0,0,0,20000,0,0,0,0,20000.0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,95,,0,,,0,,,0,,,0,,,0,,2024-11-29,,2024-11-29,Anna,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,2023-08-09,,,,,False,False,False
184,1698,RIZAL,2024,0.0,0,5000,1300,0,1000,0,0,0,0,0,0,7300.0,,,,,,,1,461,,12,521,,,,,27,821,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,2024-03-01,2024-04-12,,2024-06-27,,,,,,,False,False,False
185,1700,RIZAL,2024,1825.0,1825,1825,3650,1825,1826,1825,1825,1825,1825,1825,0,21901.0,9,181,"10000 PROC.FEE, 400 MEM.FEE",6,354,,5,462,,30,"420, 504",,28,628,,25,650,,26,968,,20,862,,17,1119,,15,1140,,12,1157,,,,,0,,,,2024-11-15,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-09,2024-02-06,2024-03-05,2024-04-30,2024-05-28,2024-06-25,2024-07-26,2024-08-20,2024-09-17,2024-10-15,2024-11-12,,False,True,False
186,1703,RIZAL,2024,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False
187,1704,RIZAL,2024,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False
188,1705,RIZAL,2024,2600.0,29150,0,0,0,0,0,0,0,0,0,0,31750.0,19,220,,22,451,FEBRUARY TO DECEMBER MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-19,2024-02-22,,,,,,,,,,,False,False,False
189,1706,RIZAL,2024,2000.0,1000,0,0,0,0,0,0,0,0,0,0,3000.0,19,207,,22,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-19,2024-02-22,,,,,,,,,,,False,False,False
190,1708,RIZAL,2023,0.0,0,0,0,2145,0,0,0,0,0,0,0,2145.0,,,,,,,,,,,,,15,687,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,2023-05-15,,,,,,,,False,False,False
191,1709,RIZAL,2024,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,,,False,False,False
192,1710,RIZAL,2024,0.0,0,2000,0,1000,0,0,0,0,0,0,0,3000.0,,,,,,,27,503,,,,,21,626,,,,,,,,,,,,,,,,,,,,,,,0,,,,2024-11-16,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,2024-03-27,,2024-05-21,,,,,,,,False,False,False
193,1702,RIZAL,2024,0.0,500,0,1000,500,500,500,0,1000,1000,1500,0,6500.0,,,,22,391,,,,,12,518,,31,634,,18,644,,10,962,,,,,12,1109,,28,1463,,19,1173,,,,,0,,,,2024-11-21,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,2024-02-22,,2024-04-12,2024-05-31,2024-06-18,2024-07-10,,2024-09-12,2024-10-28,2024-11-19,,False,False,False
194,1701,RIZAL,2024,500.0,500,500,500,500,0,1000,1000,1000,0,0,0,5500.0,19,214,,22,453,,21,495,,29,540,,31,633,,,,,30,973,,27,888,,29,1123,,,,,,,,,,,0,,,,2024-11-18,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-19,2024-02-22,2024-03-21,2024-04-29,2024-05-31,,2024-07-30,2024-08-27,2024-09-29,,,,False,False,False
195,1714,RIZAL,2023,0.0,0,0,30000,0,100000,50000,0,0,30000,0,0,210000.0,,,,,,,,,,14,643,,,,,6,721,DP,10,777,,,,,,,,12,886,,,,,,,,0,,,,2024-11-18,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,,2023-04-14,,2023-06-06,2023-07-10,,,2023-10-12,,,False,False,False
196,1711,RIZAL,2024,51974.0,27000,0,0,10000,0,6000,0,0,0,0,0,94974.0,,166,"DP DEC.13,2023 BLK 3 , LOT 40",29,458,,,,,,,,,690,5-16-23 SOBRA SA PROCESSING,,,,17,963,,,,,,,,,,,,,,,,,0,,,,2024-11-20,Anna,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,2024-02-29,,,,,2024-07-17,,,,,,True,False,False
197,1718,RIZAL,2024,0.0,10000,1500,3000,0,8500,0,3000,2000,3000,0,0,31000.0,,,,26,398,,14,486,,29,419,,,,,27,817,,,,,6,857,,12,1115,,28,1455,,,,,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,2024-02-26,2024-03-14,2024-04-29,,2024-06-27,,2024-08-06,2024-09-12,2024-10-28,,,False,False,False
198,1719,RIZAL,2024,0.0,10000,1500,3000,10000,15000,0,3000,4000,3000,0,0,49500.0,,,,26,399,,14,487,,29,550,,3,607,"blk 1 , lot 15",27,"815,816",,,,,6,856,,12,1114,,28,1454,,,,,,,,0,,,,2024-11-18,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,2024-02-26,2024-03-14,2024-04-29,2024-05-03,2024-06-27,,2024-08-06,2024-09-12,2024-10-28,,,False,True,False
199,1722,RIZAL,2024,7150.0,7150,7150,7150,7150,7150,7150,7150,7150,7150,7150,0,78650.0,9,178,,12,378,,11,465,,11,510,,13,613,,11,641,,10,958,,13,861,"BLK 4, LOT 23/24",11,1105,,21,1165,,19,1166,OK,,,,0,,,,2024-11-21,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-09,2024-02-12,2024-03-11,2024-04-11,2024-05-13,2024-06-11,2024-07-10,2024-08-13,2024-09-11,2024-10-21,2024-11-19,,False,False,False
200,1724,RIZAL,2024,2000.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,22000.0,9,182,,9,367,,11,464,,5,506,,3,605,,6,637,,3,952,,2,944,,12,1117,,3,1134,,4,1154,,,,,0,,,,2024-11-18,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-09,2024-02-09,2024-03-11,2024-04-05,2024-05-03,2024-06-06,2024-07-03,2024-08-02,2024-09-12,2024-10-03,2024-11-04,,False,False,False
201,1725,RIZAL,2024,2000.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,22000.0,9,183,,9,368,,11,463,,5,507,,3,604,,6,638,,3,953,,2,945,,12,1118,,3,1133,,4,1153,,,,,0,,,,2024-11-19,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024-01-09,2024-02-09,2024-03-11,2024-04-05,2024-05-03,2024-06-06,2024-07-03,2024-08-02,2024-09-12,2024-10-03,2024-11-04,,False,False,False
